date,product_id,product_name,quantity_sold,is_weekend
2026-07-24,fc0cf87d-080a-4dfb-8206-8d2704715745,Indomie Goreng,25,0
2026-07-25,fc0cf87d-080a-4dfb-8206-8d2704715745,Indomie Goreng,29,1
2026-07-26,fc0cf87d-080a-4dfb-8206-8d2704715745,Indomie Goreng,30,1
2026-07-27,fc0cf87d-080a-4dfb-8206-8d2704715745,Indomie Goreng,21,0
2026-07-28,fc0cf87d-080a-4dfb-8206-8d2704715745,Indomie Goreng,24,0
2026-07-29,fc0cf87d-080a-4dfb-8206-8d2704715745,Indomie Goreng,26,0
2026-07-30,fc0cf87d-080a-4dfb-8206-8d2704715745,Indomie Goreng,32,0
2026-07-31,fc0cf87d-080a-4dfb-8206-8d2704715745,Indomie Goreng,25,0
2026-08-01,fc0cf87d-080a-4dfb-8206-8d2704715745,Indomie Goreng,33,1
2026-08-02,fc0cf87d-080a-4dfb-8206-8d2704715745,Indomie Goreng,24,1
2026-08-03,fc0cf87d-080a-4dfb-8206-8d2704715745,Indomie Goreng,25,0
2026-08-04,fc0cf87d-080a-4dfb-8206-8d2704715745,Indomie Goreng,34,0
2026-08-05,fc0cf87d-080a-4dfb-8206-8d2704715745,Indomie Goreng,24,0
2026-08-06,fc0cf87d-080a-4dfb-8206-8d2704715745,Indomie Goreng,26,0
2026-05-09,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,19,1
2026-05-10,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,28,1
2026-05-11,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,18,0
2026-05-12,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,11,0
2026-05-13,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,20,0
2026-05-14,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,9,0
2026-05-15,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,17,0
2026-05-16,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,29,1
2026-05-17,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,20,1
2026-05-18,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,12,0
2026-05-19,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,8,0
2026-05-20,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,15,0
2026-05-21,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,10,0
2026-05-22,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,16,0
2026-05-23,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,22,1
2026-05-24,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,18,1
2026-05-25,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,18,0
2026-05-26,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,10,0
2026-05-27,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,15,0
2026-05-28,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,20,0
2026-05-29,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,8,0
2026-05-30,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,23,1
2026-05-31,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,23,1
2026-06-01,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,9,0
2026-06-02,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,17,0
2026-06-03,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,16,0
2026-06-04,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,16,0
2026-06-05,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,16,0
2026-06-06,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,20,1
2026-06-07,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,22,1
2026-06-08,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,22,0
2026-06-09,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,16,0
2026-06-10,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,10,0
2026-06-11,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,17,0
2026-06-12,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,11,0
2026-06-13,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,28,1
2026-06-14,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,20,1
2026-06-15,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,16,0
2026-06-16,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,18,0
2026-06-17,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,22,0
2026-06-18,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,14,0
2026-06-19,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,11,0
2026-06-20,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,17,1
2026-06-21,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,22,1
2026-06-22,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,16,0
2026-06-23,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,18,0
2026-06-24,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,15,0
2026-06-25,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,20,0
2026-06-26,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,13,0
2026-06-27,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,34,1
2026-06-28,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,16,1
2026-06-29,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,16,0
2026-06-30,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,14,0
2026-07-01,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,17,0
2026-07-02,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,16,0
2026-07-03,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,14,0
2026-07-04,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,15,1
2026-07-05,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,22,1
2026-07-06,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,15,0
2026-07-07,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,10,0
2026-07-08,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,15,0
2026-07-09,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,16,0
2026-07-10,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,11,0
2026-07-11,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,23,1
2026-07-12,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,18,1
2026-07-13,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,17,0
2026-07-14,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,19,0
2026-07-15,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,19,0
2026-07-16,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,9,0
2026-07-17,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,11,0
2026-07-18,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,26,1
2026-07-19,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,32,1
2026-07-20,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,17,0
2026-07-21,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,19,0
2026-07-22,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,18,0
2026-07-23,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,17,0
2026-07-24,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,13,0
2026-07-25,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,25,1
2026-07-26,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,24,1
2026-07-27,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,19,0
2026-07-28,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,30,0
2026-07-29,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,14,0
2026-07-30,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,26,0
2026-07-31,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,18,0
2026-08-01,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,35,1
2026-08-02,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,33,1
2026-08-03,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,27,0
2026-08-04,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,33,0
2026-08-05,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,30,0
2026-08-06,ea2688f5-8904-4b6d-8c43-4e8b0d49e623,Aqua 600ml,34,0
2026-05-09,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,21,1
2026-05-10,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,32,1
2026-05-11,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,6,0
2026-05-12,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,15,0
2026-05-13,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,12,0
2026-05-14,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,18,0
2026-05-15,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,11,0
2026-05-16,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,23,1
2026-05-17,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,23,1
2026-05-18,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,13,0
2026-05-19,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,13,0
2026-05-20,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,12,0
2026-05-21,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,22,0
2026-05-22,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,16,0
2026-05-23,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,18,1
2026-05-24,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,33,1
2026-05-25,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,8,0
2026-05-26,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,13,0
2026-05-27,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,20,0
2026-05-28,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,12,0
2026-05-29,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,16,0
2026-05-30,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,24,1
2026-05-31,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,15,1
2026-06-01,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,10,0
2026-06-02,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,13,0
2026-06-03,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,10,0
2026-06-04,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,21,0
2026-06-05,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,9,0
2026-06-06,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,21,1
2026-06-07,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,25,1
2026-06-08,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,19,0
2026-06-09,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,15,0
2026-06-10,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,11,0
2026-06-11,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,16,0
2026-06-12,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,15,0
2026-06-13,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,20,1
2026-06-14,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,21,1
2026-06-15,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,17,0
2026-06-16,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,21,0
2026-06-17,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,10,0
2026-06-18,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,23,0
2026-06-19,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,7,0
2026-06-20,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,23,1
2026-06-21,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,22,1
2026-06-22,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,14,0
2026-06-23,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,13,0
2026-06-24,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,12,0
2026-06-25,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,18,0
2026-06-26,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,16,0
2026-06-27,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,21,1
2026-06-28,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,25,1
2026-06-29,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,17,0
2026-06-30,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,11,0
2026-07-01,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,12,0
2026-07-02,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,17,0
2026-07-03,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,17,0
2026-07-04,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,22,1
2026-07-05,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,26,1
2026-07-06,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,17,0
2026-07-07,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,14,0
2026-07-08,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,14,0
2026-07-09,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,19,0
2026-07-10,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,18,0
2026-07-11,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,28,1
2026-07-12,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,24,1
2026-07-13,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,13,0
2026-07-14,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,16,0
2026-07-15,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,14,0
2026-07-16,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,15,0
2026-07-17,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,17,0
2026-07-18,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,23,1
2026-07-19,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,15,1
2026-07-20,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,19,0
2026-07-21,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,18,0
2026-07-22,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,17,0
2026-07-23,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,17,0
2026-07-24,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,14,0
2026-07-25,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,18,1
2026-07-26,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,19,1
2026-07-27,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,11,0
2026-07-28,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,7,0
2026-07-29,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,7,0
2026-07-30,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,9,0
2026-07-31,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,4,0
2026-08-01,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,10,1
2026-08-02,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,11,1
2026-08-03,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,1,0
2026-08-04,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,2,0
2026-08-05,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,0,0
2026-08-06,97de9c59-13f7-4441-8798-1e38b2255159,Kopi ABC,0,0
